cell_id,role,public_path,public_sha256,source_container_path,source_container_original_sha256,entry_index,evidence_field,derivation
e-expert-reference-door_push-seed-00,cell_record,data/records/expert/e-expert-reference-door_push-seed-00.json,3abee92c9ec0cd4cc27570d265b98d57c42a1f22f32a947d5a2c961e16825538,data/logs/run/e-expert-reference-door_push-seed-00.json,84df0b904f8935755cd4b1b772d35d8a1027a4df48acb0b494870c6bed29722b,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-00,parameter_map,data/parameters/e-expert-reference-door_push-seed-00.json,b4efe97f99fc9b8b183d6df23dde39795fd7fa8b2d45413bacf4e1e9f6b1ea1c,data/logs/run/e-expert-reference-door_push-seed-00.json,84df0b904f8935755cd4b1b772d35d8a1027a4df48acb0b494870c6bed29722b,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-01,cell_record,data/records/expert/e-expert-reference-door_push-seed-01.json,efafd70520cc1050f6e9d8bc915f1c2f35a2effadce3ec45d9a6564c2d04ec67,data/logs/run/e-expert-reference-door_push-seed-01.json,4b24a302c3d51cafcaf91c93bcf95aafa5517f33f4bdc68dc65201d4e34e252c,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-01,parameter_map,data/parameters/e-expert-reference-door_push-seed-01.json,9a699d728013b2b111063cad8e7c2402b5da605a3cf37b687aaf061ce7347e04,data/logs/run/e-expert-reference-door_push-seed-01.json,4b24a302c3d51cafcaf91c93bcf95aafa5517f33f4bdc68dc65201d4e34e252c,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-02,cell_record,data/records/expert/e-expert-reference-door_push-seed-02.json,54b045a0193bb3f672243ac46288fac170cdfd91ec2ee120266ca93cff66ac35,data/logs/run/e-expert-reference-door_push-seed-02.json,cd1812515025cc4e69e49844c17bdeac80f65e4e7b9b96334c158c01c9e13d81,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-02,parameter_map,data/parameters/e-expert-reference-door_push-seed-02.json,d1b3b5ffbd8a5913af861beeea8dbced597fc2f2ae5a0e7e7816d2073d43ddfc,data/logs/run/e-expert-reference-door_push-seed-02.json,cd1812515025cc4e69e49844c17bdeac80f65e4e7b9b96334c158c01c9e13d81,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-03,cell_record,data/records/expert/e-expert-reference-door_push-seed-03.json,b9a284cbf4f84ec993671543c138bce41e269700a4be9de587421ab34c2d6ab2,data/logs/run/e-expert-reference-door_push-seed-03.json,34e2b76b82e1f83edb346a9d8bd077f34b44262945ffe50fa1b2f9222c77d563,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-03,parameter_map,data/parameters/e-expert-reference-door_push-seed-03.json,332fc3b4e3a142ec5cf847cdd32d028fd5cb67621b240386904b93cdd84dc228,data/logs/run/e-expert-reference-door_push-seed-03.json,34e2b76b82e1f83edb346a9d8bd077f34b44262945ffe50fa1b2f9222c77d563,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-04,cell_record,data/records/expert/e-expert-reference-door_push-seed-04.json,be27607c09b96e90746bec49be19d46a3919490673c43946435d818451f16ce6,data/logs/run/e-expert-reference-door_push-seed-04.json,08773c874f7cf6bfb6794f228f76f2b5a33fe2c73440b56a76721cb9bc3f450b,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-04,parameter_map,data/parameters/e-expert-reference-door_push-seed-04.json,6439ba1d67666566bc8bd59960c58c2659c889ab04ab01e9e460102c00b8c4f8,data/logs/run/e-expert-reference-door_push-seed-04.json,08773c874f7cf6bfb6794f228f76f2b5a33fe2c73440b56a76721cb9bc3f450b,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-05,cell_record,data/records/expert/e-expert-reference-door_push-seed-05.json,274b5b0e522e476b662faeb97ab923027b93592005719bf5ac2539fe10e4d380,data/logs/run/e-expert-reference-door_push-seed-05.json,3aa6feb8d4c105f80428a9afdac5205423c0084acc494d6b45577efe8490cfdb,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-05,parameter_map,data/parameters/e-expert-reference-door_push-seed-05.json,d96042916cb6c415a60464f3fb8b6a6ac9211b737b16b17caf4c6a547fc6bf8b,data/logs/run/e-expert-reference-door_push-seed-05.json,3aa6feb8d4c105f80428a9afdac5205423c0084acc494d6b45577efe8490cfdb,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-06,cell_record,data/records/expert/e-expert-reference-door_push-seed-06.json,8b798b568668693480d06c147b1b077f836f8f993a0ed3bbd39b83f5e89ce391,data/logs/run/e-expert-reference-door_push-seed-06.json,4c54dc4b588c0b937cbdaa00854e024a191d6ce1cb7f8c3e550ab88b0fa9ea6e,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-06,parameter_map,data/parameters/e-expert-reference-door_push-seed-06.json,b9d5ee12ffa564dcc245d91f9d099a919da8fc7008ed853cb239681af7a7f0cf,data/logs/run/e-expert-reference-door_push-seed-06.json,4c54dc4b588c0b937cbdaa00854e024a191d6ce1cb7f8c3e550ab88b0fa9ea6e,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-07,cell_record,data/records/expert/e-expert-reference-door_push-seed-07.json,2798e20ce95fab573588cf5c2913318fe71681aae544e64457b0fb0fd8763701,data/logs/run/e-expert-reference-door_push-seed-07.json,5e88e2903a77862b32e8d3538355c8fb78fe6a8d22fcd284fdd73998c93061df,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-07,parameter_map,data/parameters/e-expert-reference-door_push-seed-07.json,ce2405fa644f491b6652a90a3a13c91646bbc69130722cd0763dfbb28f5c53c6,data/logs/run/e-expert-reference-door_push-seed-07.json,5e88e2903a77862b32e8d3538355c8fb78fe6a8d22fcd284fdd73998c93061df,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-08,cell_record,data/records/expert/e-expert-reference-door_push-seed-08.json,e498fb1870c3e98118ece740b531939bdfb0d5616e7ed71bbf0ec983991a0162,data/logs/run/e-expert-reference-door_push-seed-08.json,2977be3d199552d3067ee7f8e136a819ede25191cb46bea640a3d45e51cbe8a1,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-08,parameter_map,data/parameters/e-expert-reference-door_push-seed-08.json,a277f83b30f8dc28e54767f0ad57051ede78cf0e5cd6d9054b92c1d0279ed107,data/logs/run/e-expert-reference-door_push-seed-08.json,2977be3d199552d3067ee7f8e136a819ede25191cb46bea640a3d45e51cbe8a1,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-door_push-seed-09,cell_record,data/records/expert/e-expert-reference-door_push-seed-09.json,e9421bdf408249dbcae8b9aac3e40a3d5fc0c1ffe6b051e5010d3cc0dfba7e3e,data/logs/run/e-expert-reference-door_push-seed-09.json,82a93d9e256eca028fefbf364434134f73645926aa9c1aecac445bc289f03391,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-door_push-seed-09,parameter_map,data/parameters/e-expert-reference-door_push-seed-09.json,ce6e376ec2b14d04ddc53595e5e23c97f0e841b854f8b8273886d604bcdd3d94,data/logs/run/e-expert-reference-door_push-seed-09.json,82a93d9e256eca028fefbf364434134f73645926aa9c1aecac445bc289f03391,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-00,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-00.json,0e337423fa816cb73b09d2fb19ea094842cfac223e7b9e7f3193cea38251ea6c,data/logs/run/e-expert-reference-grasp_place-seed-00.json,2c153c6b6be74f500dadc5396f434c3509734cb643dc51c454e8deabd0b150dd,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-00,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-00.json,6ba604f7d1cbbadf91269b87c9d5ac13366824a9fa469e80556a965da13b4069,data/logs/run/e-expert-reference-grasp_place-seed-00.json,2c153c6b6be74f500dadc5396f434c3509734cb643dc51c454e8deabd0b150dd,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-01,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-01.json,648061f48dc1b0bf7e3ecde253d8feab1cbc8842863677480fbfdaaf401f54a6,data/logs/run/e-expert-reference-grasp_place-seed-01.json,1f7dcb3e95b8558007abce043ce8507118e1d85b14148f0799e23bb8cd00a87a,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-01,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-01.json,ae9bd5f7c8fdd98451b2718256ad9c51b17f8a041db71e0f0d7301298cf69136,data/logs/run/e-expert-reference-grasp_place-seed-01.json,1f7dcb3e95b8558007abce043ce8507118e1d85b14148f0799e23bb8cd00a87a,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-02,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-02.json,0309c463bdea104bcd03c513a1b2f97fdc6acbc452ae8b8e8bbcfa1fa928b491,data/logs/run/e-expert-reference-grasp_place-seed-02.json,806dd4c797853c23ebe62dc9e2f0f1c627788ac0c9bc3bef2c4a08a86cbbe2ab,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-02,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-02.json,20112d877668e2e584d96f38be62779278b715791b94339655e02c8095752486,data/logs/run/e-expert-reference-grasp_place-seed-02.json,806dd4c797853c23ebe62dc9e2f0f1c627788ac0c9bc3bef2c4a08a86cbbe2ab,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-03,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-03.json,58c56038c6384d6f4ef28484b3ed6b01480f139d32641ebafc888ace029f5d42,data/logs/run/e-expert-reference-grasp_place-seed-03.json,9d9fb3dc58f9b1af2784e6143cd7a61acfa7b24ce6134aefd11319934e65d977,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-03,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-03.json,20112d877668e2e584d96f38be62779278b715791b94339655e02c8095752486,data/logs/run/e-expert-reference-grasp_place-seed-03.json,9d9fb3dc58f9b1af2784e6143cd7a61acfa7b24ce6134aefd11319934e65d977,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-04,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-04.json,48ce2c71cd8f40f94265c0d5b48f5f72e894fa1799ce60b4ce791bc01b3616e6,data/logs/run/e-expert-reference-grasp_place-seed-04.json,59ce933d015fb46228126dc7fb2379a991048c2531c677f20d3cd39388e04358,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-04,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-04.json,20112d877668e2e584d96f38be62779278b715791b94339655e02c8095752486,data/logs/run/e-expert-reference-grasp_place-seed-04.json,59ce933d015fb46228126dc7fb2379a991048c2531c677f20d3cd39388e04358,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-05,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-05.json,12cdd94a341d72a9e9ed7aff5d5a8f234dd9cba35cdc86ad46fa93418cd6baba,data/logs/run/e-expert-reference-grasp_place-seed-05.json,e5363a390ff1ff8526955ff43720e4cfb49e4c57ab1ea3a8354cc6512817d928,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-05,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-05.json,08eb1271404220582df11578c108450b4cb189f8d67978d5d938b9c1d0926298,data/logs/run/e-expert-reference-grasp_place-seed-05.json,e5363a390ff1ff8526955ff43720e4cfb49e4c57ab1ea3a8354cc6512817d928,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
e-expert-reference-grasp_place-seed-06,cell_record,data/records/expert/e-expert-reference-grasp_place-seed-06.json,fc55bb7e039b63badfd70550340ec9e755b4b1b15f37a3c9da01ecb5b7f36dda,data/logs/run/e-expert-reference-grasp_place-seed-06.json,fba4898d12cf68b1878d0b23a2fa72e2f34b168fcdf6801d0d48626ed1c5d299,canonical,"winner scores, identities, and source hashes",normalized index record derived from catalog and immutable container
e-expert-reference-grasp_place-seed-06,parameter_map,data/parameters/e-expert-reference-grasp_place-seed-06.json,08eb1271404220582df11578c108450b4cb189f8d67978d5d938b9c1d0926298,data/logs/run/e-expert-reference-grasp_place-seed-06.json,fba4898d12cf68b1878d0b23a2fa72e2f34b168fcdf6801d0d48626ed1c5d299,canonical,best_params or configuration-zero posthoc best_params,exact JSON extraction; container bytes not claimed unchanged
